,X_coord,Y_coord,Ref_Wind_Speed,Wind_angle,Spacing
407,549.5227261808121,96.89568313814712,7.10026693,260.0,558.0
408,0.0,0.0,7.4249177,261.0,558.0
409,551.1300940520869,87.29043149244883,6.94155121,261.0,558.0
410,0.0,0.0,7.40698433,262.0,558.0
411,552.5695823577962,77.65859033571651,6.76835632,262.0,558.0
412,0.0,0.0,7.41053057,263.0,558.0
413,553.8407526158577,68.00309362007229,6.5753746,263.0,558.0
414,0.0,0.0,7.40051317,264.0,558.0
415,554.9432176154965,58.32688250335064,6.36564302,264.0,558.0
416,0.0,0.0,7.40735626,265.0,558.0
417,555.876641535194,48.632904453193255,6.16490412,265.0,558.0
418,0.0,0.0,7.39963102,266.0,558.0
419,556.640740044982,38.92411234922192,5.96810913,266.0,558.0
420,0.0,0.0,7.39444542,267.0,558.0
421,557.2352803930522,29.20346358356266,5.78843737,267.0,558.0
422,0.0,0.0,7.39019299,268.0,558.0
423,557.6600814766555,19.473919159995543,5.62696266,268.0,558.0
424,0.0,0.0,7.41341734,269.0,558.0
425,557.9150138972664,9.7384427920042,5.52753782,269.0,558.0
426,0.0,0.0,7.41888952,270.0,558.0
427,558.0,0.0,5.51174641,270.0,558.0
428,0.0,0.0,7.41207314,271.0,558.0
429,557.9150138972664,-9.7384427920042,5.57048941,271.0,558.0
430,0.0,0.0,7.39077377,272.0,558.0
431,557.6600814766555,-19.473919159995543,5.70117331,272.0,558.0
432,0.0,0.0,7.39460564,273.0,558.0
433,557.2352803930522,-29.20346358356266,5.89047432,273.0,558.0
434,0.0,0.0,7.39927435,274.0,558.0
435,556.640740044982,-38.92411234922192,6.07848597,274.0,558.0
436,0.0,0.0,7.40703917,275.0,558.0
437,555.876641535194,-48.632904453193255,6.27305269,275.0,558.0
438,0.0,0.0,7.40044022,276.0,558.0
439,554.9432176154965,-58.32688250335064,6.46453142,276.0,558.0
440,0.0,0.0,7.41034746,277.0,558.0
441,553.8407526158577,-68.00309362007229,6.65898466,277.0,558.0
442,0.0,0.0,7.40664387,278.0,558.0
443,552.5695823577962,-77.65859033571651,6.856318,278.0,558.0
444,0.0,0.0,7.42511606,279.0,558.0
445,551.1300940520869,-87.29043149244883,7.01281404,279.0,558.0
446,0.0,0.0,7.4143486,280.0,558.0
447,549.5227261808121,-96.89568313814712,7.15428972,280.0,558.0
448,0.0,0.0,7.4289608,281.0,558.0
449,547.7479683637965,-106.471419420112,7.25670147,281.0,558.0
450,0.0,0.0,7.43091917,282.0,558.0
451,545.8063612094636,-116.01472347630971,7.33451033,282.0,558.0
452,0.0,0.0,7.44979191,283.0,558.0
453,543.6984961501613,-125.52268832387668,7.39969158,283.0,558.0
454,0.0,0.0,7.47348738,284.0,558.0
455,541.425015262006,-134.99241774461458,7.42275476,284.0,558.0
456,0.0,0.0,7.45735931,285.0,558.0
457,538.9866110693001,-144.42102716720657,7.46161175,285.0,558.0
458,0.0,0.0,7.47506523,286.0,558.0
459,536.3840263335819,-153.80564454588554,7.49170971,286.0,558.0
460,0.0,0.0,7.47166967,287.0,558.0
461,533.6180538273737,-163.14341123528712,7.50204945,287.0,558.0
462,0.0,0.0,7.4805398,288.0,558.0
463,530.6895360926957,-172.43148286122064,7.52112341,288.0,558.0
464,0.0,0.0,7.48350382,289.0,558.0
465,527.5993651844188,-181.66703018709345,7.51905107,289.0,558.0
466,0.0,0.0,7.49313688,290.0,558.0
467,524.3484823985369,-190.84723997572314,7.51708794,290.0,558.0
468,0.0,0.0,7.48533154,291.0,558.0
469,520.9378779854386,-199.96931584627754,7.5290451,291.0,558.0
470,0.0,0.0,7.49371195,292.0,558.0
471,517.3685908482673,-209.03047912607892,7.5254159,292.0,558.0
472,0.0,0.0,7.49623442,293.0,558.0
473,513.6417082264617,-218.02796969701475,7.53305054,293.0,558.0
